GoidDecimal;GoidLittleEndian;GoidBigEndian;ClothesType;ShortName;ItemName;ModelId;ColorId
15155;0x333b0000;0x00003b33;FEMALE PANTS;Armor_F_Pants_A3_C7_4;Armored Magenta Vash Vinyl Cargopants;3;6
16437;0x35400000;0x00004035;FEMALE PANTS;Armor_F_Pants_A3_C7_5;Armored Magenta Vash Vinyl Cargopants;3;6
10027;0x2b270000;0x0000272b;FEMALE PANTS;Armor_F_Pants_A3_C7_6;Armored Magenta Vash Vinyl Cargopants;3;6
11310;0x2e2c0000;0x00002c2e;FEMALE PANTS;Armor_F_Pants_A3_C8_1;Armored Yellow Green Vash Vinyl Cargopants;3;7
12592;0x30310000;0x00003130;FEMALE PANTS;Armor_F_Pants_A3_C8_2;Armored Yellow Green Vash Vinyl Cargopants;3;7
13874;0x32360000;0x00003632;FEMALE PANTS;Armor_F_Pants_A3_C8_3;Armored Yellow Green Vash Vinyl Cargopants;3;7
15156;0x343b0000;0x00003b34;FEMALE PANTS;Armor_F_Pants_A3_C8_4;Armored Yellow Green Vash Vinyl Cargopants;3;7
16438;0x36400000;0x00004036;FEMALE PANTS;Armor_F_Pants_A3_C8_5;Armored Yellow Green Vash Vinyl Cargopants;3;7
10028;0x2c270000;0x0000272c;FEMALE PANTS;Armor_F_Pants_A3_C8_6;Armored Yellow Green Vash Vinyl Cargopants;3;7
12350;0x3e300000;0x0000303e;FEMALE PANTS;Armor_F_Pants_A3_C9_1;Armored Brown Vash Vinyl Cargopants;3;8
13632;0x40350000;0x00003540;FEMALE PANTS;Armor_F_Pants_A3_C9_2;Armored Brown Vash Vinyl Cargopants;3;8
14914;0x423a0000;0x00003a42;FEMALE PANTS;Armor_F_Pants_A3_C9_3;Armored Brown Vash Vinyl Cargopants;3;8
16196;0x443f0000;0x00003f44;FEMALE PANTS;Armor_F_Pants_A3_C9_4;Armored Brown Vash Vinyl Cargopants;3;8
17478;0x46440000;0x00004446;FEMALE PANTS;Armor_F_Pants_A3_C9_5;Armored Brown Vash Vinyl Cargopants;3;8
11068;0x3c2b0000;0x00002b3c;FEMALE PANTS;Armor_F_Pants_A3_C9_6;Armored Brown Vash Vinyl Cargopants;3;8
11311;0x2f2c0000;0x00002c2f;FEMALE PANTS;Armor_F_Pants_A4_C1_1;Armored Red Vash Satin Cargopants;4;0
12593;0x31310000;0x00003131;FEMALE PANTS;Armor_F_Pants_A4_C1_2;Armored Red Vash Satin Cargopants;4;0
13875;0x33360000;0x00003633;FEMALE PANTS;Armor_F_Pants_A4_C1_3;Armored Red Vash Satin Cargopants;4;0
15157;0x353b0000;0x00003b35;FEMALE PANTS;Armor_F_Pants_A4_C1_4;Armored Red Vash Satin Cargopants;4;0
16439;0x37400000;0x00004037;FEMALE PANTS;Armor_F_Pants_A4_C1_5;Armored Red Vash Satin Cargopants;4;0
10029;0x2d270000;0x0000272d;FEMALE PANTS;Armor_F_Pants_A4_C1_6;Armored Red Vash Satin Cargopants;4;0
11320;0x382c0000;0x00002c38;FEMALE PANTS;Armor_F_Pants_A4_C10_1;Armored Pale Purple Vash Satin Cargopants;4;9
12602;0x3a310000;0x0000313a;FEMALE PANTS;Armor_F_Pants_A4_C10_2;Armored Pale Purple Vash Satin Cargopants;4;9
13884;0x3c360000;0x0000363c;FEMALE PANTS;Armor_F_Pants_A4_C10_3;Armored Pale Purple Vash Satin Cargopants;4;9
15166;0x3e3b0000;0x00003b3e;FEMALE PANTS;Armor_F_Pants_A4_C10_4;Armored Pale Purple Vash Satin Cargopants;4;9
16448;0x40400000;0x00004040;FEMALE PANTS;Armor_F_Pants_A4_C10_5;Armored Pale Purple Vash Satin Cargopants;4;9
10038;0x36270000;0x00002736;FEMALE PANTS;Armor_F_Pants_A4_C10_6;Armored Pale Purple Vash Satin Cargopants;4;9
11321;0x392c0000;0x00002c39;FEMALE PANTS;Armor_F_Pants_A4_C11_1;Armored Bright Red Vash Satin Cargopants;4;10
12603;0x3b310000;0x0000313b;FEMALE PANTS;Armor_F_Pants_A4_C11_2;Armored Bright Red Vash Satin Cargopants;4;10
13885;0x3d360000;0x0000363d;FEMALE PANTS;Armor_F_Pants_A4_C11_3;Armored Bright Red Vash Satin Cargopants;4;10
15167;0x3f3b0000;0x00003b3f;FEMALE PANTS;Armor_F_Pants_A4_C11_4;Armored Bright Red Vash Satin Cargopants;4;10
16449;0x41400000;0x00004041;FEMALE PANTS;Armor_F_Pants_A4_C11_5;Armored Bright Red Vash Satin Cargopants;4;10
10039;0x37270000;0x00002737;FEMALE PANTS;Armor_F_Pants_A4_C11_6;Armored Bright Red Vash Satin Cargopants;4;10
11343;0x4f2c0000;0x00002c4f;FEMALE PANTS;Armor_F_Pants_A4_C12_1;Armored Dark Green Vash Satin Cargopants;4;11
12625;0x51310000;0x00003151;FEMALE PANTS;Armor_F_Pants_A4_C12_2;Armored Dark Green Vash Satin Cargopants;4;11
13907;0x53360000;0x00003653;FEMALE PANTS;Armor_F_Pants_A4_C12_3;Armored Dark Green Vash Satin Cargopants;4;11
15189;0x553b0000;0x00003b55;FEMALE PANTS;Armor_F_Pants_A4_C12_4;Armored Dark Green Vash Satin Cargopants;4;11
16471;0x57400000;0x00004057;FEMALE PANTS;Armor_F_Pants_A4_C12_5;Armored Dark Green Vash Satin Cargopants;4;11
10061;0x4d270000;0x0000274d;FEMALE PANTS;Armor_F_Pants_A4_C12_6;Armored Dark Green Vash Satin Cargopants;4;11
11323;0x3b2c0000;0x00002c3b;FEMALE PANTS;Armor_F_Pants_A4_C13_1;Armored Black Vash Satin Cargopants;4;12
12605;0x3d310000;0x0000313d;FEMALE PANTS;Armor_F_Pants_A4_C13_2;Armored Black Vash Satin Cargopants;4;12
13887;0x3f360000;0x0000363f;FEMALE PANTS;Armor_F_Pants_A4_C13_3;Armored Black Vash Satin Cargopants;4;12
15169;0x413b0000;0x00003b41;FEMALE PANTS;Armor_F_Pants_A4_C13_4;Armored Black Vash Satin Cargopants;4;12
16451;0x43400000;0x00004043;FEMALE PANTS;Armor_F_Pants_A4_C13_5;Armored Black Vash Satin Cargopants;4;12
10041;0x39270000;0x00002739;FEMALE PANTS;Armor_F_Pants_A4_C13_6;Armored Black Vash Satin Cargopants;4;12
11324;0x3c2c0000;0x00002c3c;FEMALE PANTS;Armor_F_Pants_A4_C14_1;Armored Saddle Brown Vash Satin Cargopants;4;13
12606;0x3e310000;0x0000313e;FEMALE PANTS;Armor_F_Pants_A4_C14_2;Armored Saddle Brown Vash Satin Cargopants;4;13
13888;0x40360000;0x00003640;FEMALE PANTS;Armor_F_Pants_A4_C14_3;Armored Saddle Brown Vash Satin Cargopants;4;13
15170;0x423b0000;0x00003b42;FEMALE PANTS;Armor_F_Pants_A4_C14_4;Armored Saddle Brown Vash Satin Cargopants;4;13
16452;0x44400000;0x00004044;FEMALE PANTS;Armor_F_Pants_A4_C14_5;Armored Saddle Brown Vash Satin Cargopants;4;13
10042;0x3a270000;0x0000273a;FEMALE PANTS;Armor_F_Pants_A4_C14_6;Armored Saddle Brown Vash Satin Cargopants;4;13
11325;0x3d2c0000;0x00002c3d;FEMALE PANTS;Armor_F_Pants_A4_C15_1;Armored Brown Vash Satin Cargopants;4;14
12607;0x3f310000;0x0000313f;FEMALE PANTS;Armor_F_Pants_A4_C15_2;Armored Brown Vash Satin Cargopants;4;14
13889;0x41360000;0x00003641;FEMALE PANTS;Armor_F_Pants_A4_C15_3;Armored Brown Vash Satin Cargopants;4;14
15171;0x433b0000;0x00003b43;FEMALE PANTS;Armor_F_Pants_A4_C15_4;Armored Brown Vash Satin Cargopants;4;14
16453;0x45400000;0x00004045;FEMALE PANTS;Armor_F_Pants_A4_C15_5;Armored Brown Vash Satin Cargopants;4;14
10043;0x3b270000;0x0000273b;FEMALE PANTS;Armor_F_Pants_A4_C15_6;Armored Brown Vash Satin Cargopants;4;14
11322;0x3a2c0000;0x00002c3a;FEMALE PANTS;Armor_F_Pants_A4_C16_1;Armored Wheat Vash Satin Cargopants;4;15
12604;0x3c310000;0x0000313c;FEMALE PANTS;Armor_F_Pants_A4_C16_2;Armored Wheat Vash Satin Cargopants;4;15
13886;0x3e360000;0x0000363e;FEMALE PANTS;Armor_F_Pants_A4_C16_3;Armored Wheat Vash Satin Cargopants;4;15
15168;0x403b0000;0x00003b40;FEMALE PANTS;Armor_F_Pants_A4_C16_4;Armored Wheat Vash Satin Cargopants;4;15
16450;0x42400000;0x00004042;FEMALE PANTS;Armor_F_Pants_A4_C16_5;Armored Wheat Vash Satin Cargopants;4;15
10040;0x38270000;0x00002738;FEMALE PANTS;Armor_F_Pants_A4_C16_6;Armored Wheat Vash Satin Cargopants;4;15
12374;0x56300000;0x00003056;FEMALE PANTS;Armor_F_Pants_A4_C17_1;Armored Black Baal Satin Cargopants;4;16
13656;0x58350000;0x00003558;FEMALE PANTS;Armor_F_Pants_A4_C17_2;Armored Black Baal Satin Cargopants;4;16
14938;0x5a3a0000;0x00003a5a;FEMALE PANTS;Armor_F_Pants_A4_C17_3;Armored Black Baal Satin Cargopants;4;16
16220;0x5c3f0000;0x00003f5c;FEMALE PANTS;Armor_F_Pants_A4_C17_4;Armored Black Baal Satin Cargopants;4;16
17502;0x5e440000;0x0000445e;FEMALE PANTS;Armor_F_Pants_A4_C17_5;Armored Black Baal Satin Cargopants;4;16
11092;0x542b0000;0x00002b54;FEMALE PANTS;Armor_F_Pants_A4_C17_6;Armored Black Baal Satin Cargopants;4;16
12375;0x57300000;0x00003057;FEMALE PANTS;Armor_F_Pants_A4_C18_1;Armored Red Baal Satin Cargopants;4;17
13657;0x59350000;0x00003559;FEMALE PANTS;Armor_F_Pants_A4_C18_2;Armored Red Baal Satin Cargopants;4;17
14939;0x5b3a0000;0x00003a5b;FEMALE PANTS;Armor_F_Pants_A4_C18_3;Armored Red Baal Satin Cargopants;4;17
16221;0x5d3f0000;0x00003f5d;FEMALE PANTS;Armor_F_Pants_A4_C18_4;Armored Red Baal Satin Cargopants;4;17
17503;0x5f440000;0x0000445f;FEMALE PANTS;Armor_F_Pants_A4_C18_5;Armored Red Baal Satin Cargopants;4;17
11093;0x552b0000;0x00002b55;FEMALE PANTS;Armor_F_Pants_A4_C18_6;Armored Red Baal Satin Cargopants;4;17
12376;0x58300000;0x00003058;FEMALE PANTS;Armor_F_Pants_A4_C19_1;Armored White Baal Satin Cargopants;4;18
13658;0x5a350000;0x0000355a;FEMALE PANTS;Armor_F_Pants_A4_C19_2;Armored White Baal Satin Cargopants;4;18
14940;0x5c3a0000;0x00003a5c;FEMALE PANTS;Armor_F_Pants_A4_C19_3;Armored White Baal Satin Cargopants;4;18
16222;0x5e3f0000;0x00003f5e;FEMALE PANTS;Armor_F_Pants_A4_C19_4;Armored White Baal Satin Cargopants;4;18
17504;0x60440000;0x00004460;FEMALE PANTS;Armor_F_Pants_A4_C19_5;Armored White Baal Satin Cargopants;4;18
11094;0x562b0000;0x00002b56;FEMALE PANTS;Armor_F_Pants_A4_C19_6;Armored White Baal Satin Cargopants;4;18
11312;0x302c0000;0x00002c30;FEMALE PANTS;Armor_F_Pants_A4_C2_1;Armored White Vash Satin Cargopants;4;1
12594;0x32310000;0x00003132;FEMALE PANTS;Armor_F_Pants_A4_C2_2;Armored White Vash Satin Cargopants;4;1
13876;0x34360000;0x00003634;FEMALE PANTS;Armor_F_Pants_A4_C2_3;Armored White Vash Satin Cargopants;4;1
15158;0x363b0000;0x00003b36;FEMALE PANTS;Armor_F_Pants_A4_C2_4;Armored White Vash Satin Cargopants;4;1
16440;0x38400000;0x00004038;FEMALE PANTS;Armor_F_Pants_A4_C2_5;Armored White Vash Satin Cargopants;4;1
10030;0x2e270000;0x0000272e;FEMALE PANTS;Armor_F_Pants_A4_C2_6;Armored White Vash Satin Cargopants;4;1
12377;0x59300000;0x00003059;FEMALE PANTS;Armor_F_Pants_A4_C20_1;Armored Orange Baal Satin Cargopants;4;19
13659;0x5b350000;0x0000355b;FEMALE PANTS;Armor_F_Pants_A4_C20_2;Armored Orange Baal Satin Cargopants;4;19
14941;0x5d3a0000;0x00003a5d;FEMALE PANTS;Armor_F_Pants_A4_C20_3;Armored Orange Baal Satin Cargopants;4;19
16223;0x5f3f0000;0x00003f5f;FEMALE PANTS;Armor_F_Pants_A4_C20_4;Armored Orange Baal Satin Cargopants;4;19
17505;0x61440000;0x00004461;FEMALE PANTS;Armor_F_Pants_A4_C20_5;Armored Orange Baal Satin Cargopants;4;19
11095;0x572b0000;0x00002b57;FEMALE PANTS;Armor_F_Pants_A4_C20_6;Armored Orange Baal Satin Cargopants;4;19
12378;0x5a300000;0x0000305a;FEMALE PANTS;Armor_F_Pants_A4_C21_1;Armored Violet Baal Satin Cargopants;4;20
13660;0x5c350000;0x0000355c;FEMALE PANTS;Armor_F_Pants_A4_C21_2;Armored Violet Baal Satin Cargopants;4;20
14942;0x5e3a0000;0x00003a5e;FEMALE PANTS;Armor_F_Pants_A4_C21_3;Armored Violet Baal Satin Cargopants;4;20
16224;0x603f0000;0x00003f60;FEMALE PANTS;Armor_F_Pants_A4_C21_4;Armored Violet Baal Satin Cargopants;4;20
17506;0x62440000;0x00004462;FEMALE PANTS;Armor_F_Pants_A4_C21_5;Armored Violet Baal Satin Cargopants;4;20
11096;0x582b0000;0x00002b58;FEMALE PANTS;Armor_F_Pants_A4_C21_6;Armored Violet Baal Satin Cargopants;4;20
12379;0x5b300000;0x0000305b;FEMALE PANTS;Armor_F_Pants_A4_C22_1;Armored Purple Baal Satin Cargopants;4;21
13661;0x5d350000;0x0000355d;FEMALE PANTS;Armor_F_Pants_A4_C22_2;Armored Purple Baal Satin Cargopants;4;21
14943;0x5f3a0000;0x00003a5f;FEMALE PANTS;Armor_F_Pants_A4_C22_3;Armored Purple Baal Satin Cargopants;4;21
16225;0x613f0000;0x00003f61;FEMALE PANTS;Armor_F_Pants_A4_C22_4;Armored Purple Baal Satin Cargopants;4;21
17507;0x63440000;0x00004463;FEMALE PANTS;Armor_F_Pants_A4_C22_5;Armored Purple Baal Satin Cargopants;4;21
11097;0x592b0000;0x00002b59;FEMALE PANTS;Armor_F_Pants_A4_C22_6;Armored Purple Baal Satin Cargopants;4;21
12380;0x5c300000;0x0000305c;FEMALE PANTS;Armor_F_Pants_A4_C23_1;Armored Magenta Baal Satin Cargopants;4;22
13662;0x5e350000;0x0000355e;FEMALE PANTS;Armor_F_Pants_A4_C23_2;Armored Magenta Baal Satin Cargopants;4;22
14944;0x603a0000;0x00003a60;FEMALE PANTS;Armor_F_Pants_A4_C23_3;Armored Magenta Baal Satin Cargopants;4;22
16226;0x623f0000;0x00003f62;FEMALE PANTS;Armor_F_Pants_A4_C23_4;Armored Magenta Baal Satin Cargopants;4;22
17508;0x64440000;0x00004464;FEMALE PANTS;Armor_F_Pants_A4_C23_5;Armored Magenta Baal Satin Cargopants;4;22
11098;0x5a2b0000;0x00002b5a;FEMALE PANTS;Armor_F_Pants_A4_C23_6;Armored Magenta Baal Satin Cargopants;4;22
12381;0x5d300000;0x0000305d;FEMALE PANTS;Armor_F_Pants_A4_C24_1;Armored Brown Baal Satin Cargopants;4;23
13663;0x5f350000;0x0000355f;FEMALE PANTS;Armor_F_Pants_A4_C24_2;Armored Brown Baal Satin Cargopants;4;23
14945;0x613a0000;0x00003a61;FEMALE PANTS;Armor_F_Pants_A4_C24_3;Armored Brown Baal Satin Cargopants;4;23
16227;0x633f0000;0x00003f63;FEMALE PANTS;Armor_F_Pants_A4_C24_4;Armored Brown Baal Satin Cargopants;4;23
17509;0x65440000;0x00004465;FEMALE PANTS;Armor_F_Pants_A4_C24_5;Armored Brown Baal Satin Cargopants;4;23
11099;0x5b2b0000;0x00002b5b;FEMALE PANTS;Armor_F_Pants_A4_C24_6;Armored Brown Baal Satin Cargopants;4;23
12382;0x5e300000;0x0000305e;FEMALE PANTS;Armor_F_Pants_A4_C25_1;Armored Wood Baal Satin Cargopants;4;24
13664;0x60350000;0x00003560;FEMALE PANTS;Armor_F_Pants_A4_C25_2;Armored Wood Baal Satin Cargopants;4;24
14946;0x623a0000;0x00003a62;FEMALE PANTS;Armor_F_Pants_A4_C25_3;Armored Wood Baal Satin Cargopants;4;24
16228;0x643f0000;0x00003f64;FEMALE PANTS;Armor_F_Pants_A4_C25_4;Armored Wood Baal Satin Cargopants;4;24
17510;0x66440000;0x00004466;FEMALE PANTS;Armor_F_Pants_A4_C25_5;Armored Wood Baal Satin Cargopants;4;24
11100;0x5c2b0000;0x00002b5c;FEMALE PANTS;Armor_F_Pants_A4_C25_6;Armored Wood Baal Satin Cargopants;4;24
12383;0x5f300000;0x0000305f;FEMALE PANTS;Armor_F_Pants_A4_C26_1;Armored Green Baal Satin Cargopants;4;25
13665;0x61350000;0x00003561;FEMALE PANTS;Armor_F_Pants_A4_C26_2;Armored Green Baal Satin Cargopants;4;25
14947;0x633a0000;0x00003a63;FEMALE PANTS;Armor_F_Pants_A4_C26_3;Armored Green Baal Satin Cargopants;4;25
16229;0x653f0000;0x00003f65;FEMALE PANTS;Armor_F_Pants_A4_C26_4;Armored Green Baal Satin Cargopants;4;25
17511;0x67440000;0x00004467;FEMALE PANTS;Armor_F_Pants_A4_C26_5;Armored Green Baal Satin Cargopants;4;25
11101;0x5d2b0000;0x00002b5d;FEMALE PANTS;Armor_F_Pants_A4_C26_6;Armored Green Baal Satin Cargopants;4;25
12384;0x60300000;0x00003060;FEMALE PANTS;Armor_F_Pants_A4_C27_1;Armored Pale Green Baal Satin Cargopants;4;26
13666;0x62350000;0x00003562;FEMALE PANTS;Armor_F_Pants_A4_C27_2;Armored Pale Green Baal Satin Cargopants;4;26
14948;0x643a0000;0x00003a64;FEMALE PANTS;Armor_F_Pants_A4_C27_3;Armored Pale Green Baal Satin Cargopants;4;26
16230;0x663f0000;0x00003f66;FEMALE PANTS;Armor_F_Pants_A4_C27_4;Armored Pale Green Baal Satin Cargopants;4;26
17512;0x68440000;0x00004468;FEMALE PANTS;Armor_F_Pants_A4_C27_5;Armored Pale Green Baal Satin Cargopants;4;26
11102;0x5e2b0000;0x00002b5e;FEMALE PANTS;Armor_F_Pants_A4_C27_6;Armored Pale Green Baal Satin Cargopants;4;26
12385;0x61300000;0x00003061;FEMALE PANTS;Armor_F_Pants_A4_C28_1;Armored Yellow Baal Satin Cargopants;4;27
13667;0x63350000;0x00003563;FEMALE PANTS;Armor_F_Pants_A4_C28_2;Armored Yellow Baal Satin Cargopants;4;27
14949;0x653a0000;0x00003a65;FEMALE PANTS;Armor_F_Pants_A4_C28_3;Armored Yellow Baal Satin Cargopants;4;27
16231;0x673f0000;0x00003f67;FEMALE PANTS;Armor_F_Pants_A4_C28_4;Armored Yellow Baal Satin Cargopants;4;27
17513;0x69440000;0x00004469;FEMALE PANTS;Armor_F_Pants_A4_C28_5;Armored Yellow Baal Satin Cargopants;4;27
11103;0x5f2b0000;0x00002b5f;FEMALE PANTS;Armor_F_Pants_A4_C28_6;Armored Yellow Baal Satin Cargopants;4;27
12386;0x62300000;0x00003062;FEMALE PANTS;Armor_F_Pants_A4_C29_1;Armored Maroon Baal Satin Cargopants;4;28
13668;0x64350000;0x00003564;FEMALE PANTS;Armor_F_Pants_A4_C29_2;Armored Maroon Baal Satin Cargopants;4;28
14950;0x663a0000;0x00003a66;FEMALE PANTS;Armor_F_Pants_A4_C29_3;Armored Maroon Baal Satin Cargopants;4;28
16232;0x683f0000;0x00003f68;FEMALE PANTS;Armor_F_Pants_A4_C29_4;Armored Maroon Baal Satin Cargopants;4;28
17514;0x6a440000;0x0000446a;FEMALE PANTS;Armor_F_Pants_A4_C29_5;Armored Maroon Baal Satin Cargopants;4;28
11104;0x602b0000;0x00002b60;FEMALE PANTS;Armor_F_Pants_A4_C29_6;Armored Maroon Baal Satin Cargopants;4;28
11313;0x312c0000;0x00002c31;FEMALE PANTS;Armor_F_Pants_A4_C3_1;Armored Orange Vash Satin Cargopants;4;2
12595;0x33310000;0x00003133;FEMALE PANTS;Armor_F_Pants_A4_C3_2;Armored Orange Vash Satin Cargopants;4;2
13877;0x35360000;0x00003635;FEMALE PANTS;Armor_F_Pants_A4_C3_3;Armored Orange Vash Satin Cargopants;4;2
15159;0x373b0000;0x00003b37;FEMALE PANTS;Armor_F_Pants_A4_C3_4;Armored Orange Vash Satin Cargopants;4;2
16441;0x39400000;0x00004039;FEMALE PANTS;Armor_F_Pants_A4_C3_5;Armored Orange Vash Satin Cargopants;4;2
10031;0x2f270000;0x0000272f;FEMALE PANTS;Armor_F_Pants_A4_C3_6;Armored Orange Vash Satin Cargopants;4;2
12387;0x63300000;0x00003063;FEMALE PANTS;Armor_F_Pants_A4_C30_1;Armored Brick Red Baal Satin Cargopants;4;29
13669;0x65350000;0x00003565;FEMALE PANTS;Armor_F_Pants_A4_C30_2;Armored Brick Red Baal Satin Cargopants;4;29
14951;0x673a0000;0x00003a67;FEMALE PANTS;Armor_F_Pants_A4_C30_3;Armored Brick Red Baal Satin Cargopants;4;29
16233;0x693f0000;0x00003f69;FEMALE PANTS;Armor_F_Pants_A4_C30_4;Armored Brick Red Baal Satin Cargopants;4;29
17515;0x6b440000;0x0000446b;FEMALE PANTS;Armor_F_Pants_A4_C30_5;Armored Brick Red Baal Satin Cargopants;4;29
11105;0x612b0000;0x00002b61;FEMALE PANTS;Armor_F_Pants_A4_C30_6;Armored Brick Red Baal Satin Cargopants;4;29
12388;0x64300000;0x00003064;FEMALE PANTS;Armor_F_Pants_A4_C31_1;Armored Light Orange Baal Satin Cargopants;4;30
13670;0x66350000;0x00003566;FEMALE PANTS;Armor_F_Pants_A4_C31_2;Armored Light Orange Baal Satin Cargopants;4;30
14952;0x683a0000;0x00003a68;FEMALE PANTS;Armor_F_Pants_A4_C31_3;Armored Light Orange Baal Satin Cargopants;4;30
16234;0x6a3f0000;0x00003f6a;FEMALE PANTS;Armor_F_Pants_A4_C31_4;Armored Light Orange Baal Satin Cargopants;4;30
17516;0x6c440000;0x0000446c;FEMALE PANTS;Armor_F_Pants_A4_C31_5;Armored Light Orange Baal Satin Cargopants;4;30
11106;0x622b0000;0x00002b62;FEMALE PANTS;Armor_F_Pants_A4_C31_6;Armored Light Orange Baal Satin Cargopants;4;30
12389;0x65300000;0x00003065;FEMALE PANTS;Armor_F_Pants_A4_C32_1;Armored Midnight Purple Baal Satin Cargopants;4;31
13671;0x67350000;0x00003567;FEMALE PANTS;Armor_F_Pants_A4_C32_2;Armored Midnight Purple Baal Satin Cargopants;4;31
14953;0x693a0000;0x00003a69;FEMALE PANTS;Armor_F_Pants_A4_C32_3;Armored Midnight Purple Baal Satin Cargopants;4;31
16235;0x6b3f0000;0x00003f6b;FEMALE PANTS;Armor_F_Pants_A4_C32_4;Armored Midnight Purple Baal Satin Cargopants;4;31
17517;0x6d440000;0x0000446d;FEMALE PANTS;Armor_F_Pants_A4_C32_5;Armored Midnight Purple Baal Satin Cargopants;4;31
11107;0x632b0000;0x00002b63;FEMALE PANTS;Armor_F_Pants_A4_C32_6;Armored Midnight Purple Baal Satin Cargopants;4;31
11314;0x322c0000;0x00002c32;FEMALE PANTS;Armor_F_Pants_A4_C4_1;Armored Indigo Vash Satin Cargopants;4;3
12596;0x34310000;0x00003134;FEMALE PANTS;Armor_F_Pants_A4_C4_2;Armored Indigo Vash Satin Cargopants;4;3
13878;0x36360000;0x00003636;FEMALE PANTS;Armor_F_Pants_A4_C4_3;Armored Indigo Vash Satin Cargopants;4;3
15160;0x383b0000;0x00003b38;FEMALE PANTS;Armor_F_Pants_A4_C4_4;Armored Indigo Vash Satin Cargopants;4;3
16442;0x3a400000;0x0000403a;FEMALE PANTS;Armor_F_Pants_A4_C4_5;Armored Indigo Vash Satin Cargopants;4;3
10032;0x30270000;0x00002730;FEMALE PANTS;Armor_F_Pants_A4_C4_6;Armored Indigo Vash Satin Cargopants;4;3
11315;0x332c0000;0x00002c33;FEMALE PANTS;Armor_F_Pants_A4_C5_1;Armored Pink Vash Satin Cargopants;4;4
12597;0x35310000;0x00003135;FEMALE PANTS;Armor_F_Pants_A4_C5_2;Armored Pink Vash Satin Cargopants;4;4
13879;0x37360000;0x00003637;FEMALE PANTS;Armor_F_Pants_A4_C5_3;Armored Pink Vash Satin Cargopants;4;4
15161;0x393b0000;0x00003b39;FEMALE PANTS;Armor_F_Pants_A4_C5_4;Armored Pink Vash Satin Cargopants;4;4
16443;0x3b400000;0x0000403b;FEMALE PANTS;Armor_F_Pants_A4_C5_5;Armored Pink Vash Satin Cargopants;4;4
10033;0x31270000;0x00002731;FEMALE PANTS;Armor_F_Pants_A4_C5_6;Armored Pink Vash Satin Cargopants;4;4
11316;0x342c0000;0x00002c34;FEMALE PANTS;Armor_F_Pants_A4_C6_1;Armored Gold Vash Satin Cargopants;4;5
12598;0x36310000;0x00003136;FEMALE PANTS;Armor_F_Pants_A4_C6_2;Armored Gold Vash Satin Cargopants;4;5
13880;0x38360000;0x00003638;FEMALE PANTS;Armor_F_Pants_A4_C6_3;Armored Gold Vash Satin Cargopants;4;5
15162;0x3a3b0000;0x00003b3a;FEMALE PANTS;Armor_F_Pants_A4_C6_4;Armored Gold Vash Satin Cargopants;4;5
16444;0x3c400000;0x0000403c;FEMALE PANTS;Armor_F_Pants_A4_C6_5;Armored Gold Vash Satin Cargopants;4;5
10034;0x32270000;0x00002732;FEMALE PANTS;Armor_F_Pants_A4_C6_6;Armored Gold Vash Satin Cargopants;4;5
11317;0x352c0000;0x00002c35;FEMALE PANTS;Armor_F_Pants_A4_C7_1;Armored Green Vash Satin Cargopants;4;6
12599;0x37310000;0x00003137;FEMALE PANTS;Armor_F_Pants_A4_C7_2;Armored Green Vash Satin Cargopants;4;6
13881;0x39360000;0x00003639;FEMALE PANTS;Armor_F_Pants_A4_C7_3;Armored Green Vash Satin Cargopants;4;6
15163;0x3b3b0000;0x00003b3b;FEMALE PANTS;Armor_F_Pants_A4_C7_4;Armored Green Vash Satin Cargopants;4;6
16445;0x3d400000;0x0000403d;FEMALE PANTS;Armor_F_Pants_A4_C7_5;Armored Green Vash Satin Cargopants;4;6
10035;0x33270000;0x00002733;FEMALE PANTS;Armor_F_Pants_A4_C7_6;Armored Green Vash Satin Cargopants;4;6
11318;0x362c0000;0x00002c36;FEMALE PANTS;Armor_F_Pants_A4_C8_1;Armored Magenta Vash Satin Cargopants;4;7
12600;0x38310000;0x00003138;FEMALE PANTS;Armor_F_Pants_A4_C8_2;Armored Magenta Vash Satin Cargopants;4;7
13882;0x3a360000;0x0000363a;FEMALE PANTS;Armor_F_Pants_A4_C8_3;Armored Magenta Vash Satin Cargopants;4;7
15164;0x3c3b0000;0x00003b3c;FEMALE PANTS;Armor_F_Pants_A4_C8_4;Armored Magenta Vash Satin Cargopants;4;7
16446;0x3e400000;0x0000403e;FEMALE PANTS;Armor_F_Pants_A4_C8_5;Armored Magenta Vash Satin Cargopants;4;7
10036;0x34270000;0x00002734;FEMALE PANTS;Armor_F_Pants_A4_C8_6;Armored Magenta Vash Satin Cargopants;4;7
11319;0x372c0000;0x00002c37;FEMALE PANTS;Armor_F_Pants_A4_C9_1;Armored Pale Green Vash Satin Cargopants;4;8
12601;0x39310000;0x00003139;FEMALE PANTS;Armor_F_Pants_A4_C9_2;Armored Pale Green Vash Satin Cargopants;4;8
13883;0x3b360000;0x0000363b;FEMALE PANTS;Armor_F_Pants_A4_C9_3;Armored Pale Green Vash Satin Cargopants;4;8
15165;0x3d3b0000;0x00003b3d;FEMALE PANTS;Armor_F_Pants_A4_C9_4;Armored Pale Green Vash Satin Cargopants;4;8
16447;0x3f400000;0x0000403f;FEMALE PANTS;Armor_F_Pants_A4_C9_5;Armored Pale Green Vash Satin Cargopants;4;8
